sentence_id,word_id,word,original_word,position,sentence,length,frequency,log_frequency,difficulty,predictability,logit_predictability,belief_in_next_word_predictability,skip_probability,regression_probability,total_occurrences
147,17,extremely,extremely,17,"Elvis was praised by all his directors, including the highly respected Michael Curtiz, as unfailingly polite and extremely hardworking.",9,23.729999999999997,1.3752977382173392,0.8749729328893326,0.0008000000000000001,-4.605120183487926,0.45848793792363335,0.0,1.0,8
147,18,hardworking,hardworking.,18,"Elvis was praised by all his directors, including the highly respected Michael Curtiz, as unfailingly polite and extremely hardworking.",11,1.51,0.17897694729316946,0.9837293684278937,0.0008000000000000001,-4.605120183487926,0.0,0.0,0.0,8
233,0,her,Her,0,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",3,2835.82,3.452678661106355,0.6861201217176041,0.008552628553824082,-3.1846212660946924,0.44165318658209785,1.0,0.0,5
233,1,grandfather,grandfather,1,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",11,24.33,1.3861421089308184,0.8739870810062893,0.0005,-4.605120183487925,0.0,0.0,0.0,5
233,2,was,was,2,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",3,5654.73,3.7524118732208906,0.65887164788901,0.0026241019426505707,-3.7759647564192975,0.990537055639579,1.0,0.0,5
233,3,robert,Robert,3,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",6,63.17999999999999,1.80057962156913,0.8363109434937155,0.0013832930068326317,-4.096224800537748,1.0,0.0,0.0,5
233,4,charles,Charles,4,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",7,51.1,1.7084209001347126,0.8446890090786624,0.0005,-4.605120183487925,0.5297126092175523,1.0,1.0,5
233,5,winthrop,"Winthrop,",5,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",8,1.0,0.0,1.0,0.0005,-4.605120183487925,0.0,0.0,0.0,5
233,6,the,the,6,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",3,29449.18,4.469073206544746,0.5937206175868412,0.04852237248076808,-2.3127081708906405,0.43002159776391463,1.0,0.0,5
233,7,conservative,conservative,7,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",12,3.7599999999999993,0.5751878449276611,0.9477101959156672,0.0005460276767885481,-4.561084797175268,0.6873850937797483,0.0,0.0,5
233,8,whig,Whig,8,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",4,0.06,-1.2218487496163564,1.1110771590560324,0.0005,-4.605120183487925,0.45734942546248314,1.0,1.0,5
233,9,speaker,Speaker,9,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",7,6.9,0.8388490907372553,0.9237409917511586,0.0005,-4.605120183487925,1.0,0.0,0.0,5
233,10,of,of,10,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",2,11577.24,4.063605036452092,0.6305813603225371,0.49214945718397807,-1.107396637858135,0.9658118886329966,1.0,0.0,5
233,11,the,the,11,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",3,29449.18,4.469073206544746,0.5937206175868412,4.104108977971221,0.760962581103444,0.8502662518648313,0.0,0.0,5
233,12,house,House,12,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",5,514.0,2.710963118995276,0.7535488073640658,0.025966649708712618,-2.6275866590613104,0.9997727266447052,1.0,0.0,5
233,13,and,and,13,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",3,13387.84,4.126710513400982,0.6248444987817289,0.28602610266187545,-1.401101735756592,0.9824043322637802,0.0,0.0,5
233,14,a,a,14,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",1,20415.27,4.309955128012859,0.6081858974533765,0.12109333575752348,-1.848057405696079,0.7564754845207519,1.0,1.0,5
233,15,us,U.S.,15,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",2,1695.65,3.2293362142207522,0.7064239805253862,0.0005,-4.605120183487925,0.0,0.0,0.0,5
233,16,senator,Senator,16,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",7,33.16,1.5206145218782359,0.8617623161928878,4.5034116268791085,1.1024145339944282,0.9644450073563687,0.0,0.0,5
3,0,in,In,0,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,9773.41,3.9900461180481677,0.6372685347228939,0.027621311678936163,-2.134203956152185,0.878008462373675,1.0,0.0,2
3,1,1891,"1891,",1,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",4,1.0,0.0,1.0,0.0002,-4.605120183487925,0.0,0.0,0.0,2
3,2,ford,Ford,2,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",4,11.51,1.0610753236297918,0.9035386069427462,0.0002,-4.605120183487925,0.7811219966239448,1.0,1.0,2
3,3,became,became,3,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",6,47.75,1.6789733759197651,0.8473660567345668,0.0002,-4.605120183487925,0.5197898649062764,0.0,0.0,2
3,4,an,an,4,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,1864.14,3.2704785254773365,0.7026837704111513,0.091842596296688,-1.5169085716763657,0.6937747918171653,1.0,1.0,2
3,5,engineer,engineer,5,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",8,11.69,1.06781451116184,0.9029259535307418,0.00030551660179282025,-4.393250424199388,0.8850680389137797,0.0,0.0,2
3,6,with,with,6,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",4,5048.33,3.7031477361914535,0.663350205800777,0.0002,-4.605120183487925,0.8075880112123369,1.0,0.0,2
3,7,the,the,7,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,29449.18,4.469073206544746,0.5937206175868412,0.2767770851993302,-0.9143695842499688,0.7038417787705862,0.0,0.0,2
3,8,edison,Edison,8,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",6,2.39,0.3783979009481377,0.9656001908228966,0.0002,-4.605120183487925,1.0,1.0,0.0,2
3,9,illuminating,Illuminating,9,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",12,0.47,-0.3279021420642826,1.0298092856422074,0.0002,-4.605120183487925,0.0,0.0,0.0,2
3,10,company,"Company,",10,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",7,147.2,2.16790781000148,0.8029174718180473,0.0002,-4.605120183487925,0.9990618052231863,1.0,0.0,2
3,11,and,and,11,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,13387.84,4.126710513400982,0.6248444987817289,0.04101123337180483,-1.933168834917398,0.9909869894412451,0.0,0.0,2
3,12,after,after,12,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",5,682.59,2.834159921539117,0.7423490980418985,0.0010904067307982515,-3.756903166669562,0.9744241655713406,1.0,0.0,2
3,13,his,his,13,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,2124.78,3.3273139698064678,0.6975169118357756,0.09694128248585585,-1.4885561310197284,0.9447681796453462,0.0,0.0,2
3,14,promotion,promotion,14,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",9,10.92,1.0382226383687185,0.9056161237846619,0.0002,-4.605120183487925,0.4841143462735214,1.0,1.0,2
3,15,to,to,15,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,22677.84,4.355601686871926,0.6040362102843704,0.007668943152609241,-2.7799409006991285,0.6906292711625344,0.0,0.0,2
3,16,chief,Chief,16,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",5,77.9,1.8915374576725645,0.8280420493024941,0.0002,-4.605120183487925,0.9677066479122287,1.0,0.0,2
3,17,engineer,Engineer,17,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",8,11.69,1.06781451116184,0.9029259535307418,0.005273275711078329,-2.967805296563011,0.941651709697411,0.0,0.0,2
3,18,in,in,18,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,9773.41,3.9900461180481677,0.6372685347228939,0.021835463571371283,-2.253194637292462,0.9346607797879297,1.0,0.0,2
3,19,1893,"1893,",19,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",4,1.0,0.0,1.0,0.0002,-4.605120183487925,0.33310671559527544,0.0,0.0,2
3,20,he,he,20,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,7637.2,3.882934163885178,0.6470059851013474,0.003963637534084064,-3.1108782507603756,0.9378552565185871,1.0,0.0,2
3,21,had,had,21,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,1675.92,3.2242532837526223,0.7068860651133979,0.09481186603755663,-1.5002207350347898,0.5715898238877207,0.0,0.0,2
3,22,enough,enough,22,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",6,501.33,2.700123693930072,0.7545342096427208,0.0002,-4.605120183487925,1.0,1.0,0.0,2
3,23,time,time,23,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",4,1958.63,3.291952402235151,0.7007315997968044,0.0011420819199621215,-3.73373920652393,0.6085526550489272,0.0,0.0,2
3,24,and,and,24,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,13387.84,4.126710513400982,0.6248444987817289,0.004921370578956734,-3.0024258385611264,0.9550169954275342,1.0,0.0,2
3,25,money,money,25,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",5,640.76,2.80669539271181,0.7448458733898354,0.05281668862497091,-1.8036559692031884,0.7966380512323171,0.0,0.0,2
3,26,to,to,26,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,22677.84,4.355601686871926,0.6040362102843704,0.23804929399571917,-1.000849530044556,0.9358860739157288,1.0,0.0,2
3,27,devote,devote,27,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",6,1.96,0.292256071356476,0.9734312662403204,0.0002,-4.605120183487925,0.9226676887693684,0.0,0.0,2
3,28,attention,attention,28,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",9,98.67,1.994185128202317,0.8187104428906984,0.0002,-4.605120183487925,0.5277111074556978,1.0,1.0,2
3,29,to,to,29,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",2,22677.84,4.355601686871926,0.6040362102843704,0.4715455446629605,-0.5879983256283478,0.9581275626294227,0.0,0.0,2
3,30,his,his,30,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,2124.78,3.3273139698064678,0.6975169118357756,0.037284401003873036,-1.9817546337274152,0.504176188401896,0.5,0.0,2
3,31,personal,personal,31,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",8,91.67,1.962227231350085,0.8216157062409013,0.0004946551546911774,-4.152274758877798,0.5105260536829486,0.5,0.5,2
3,32,experiments,experiments,32,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",11,6.57,0.8175653695597808,0.9256758754945654,0.0002,-4.605120183487925,0.4957846305073529,0.0,0.0,2
