sentence_id,word_id,word,original_word,position,sentence,length,frequency,log_frequency,difficulty,predictability,logit_predictability,belief_in_next_word_predictability,skip_probability,regression_probability,total_occurrences
12,30,dock,Dock,30,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",4,9.75,0.9890046156985368,0.9100904894819513,0.0004,-4.605120183487925,0.704496941267081,0.0,1.0,4
12,31,co,Co.,31,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",2,5.59,0.7474118078864233,0.9320534720103252,0.0004,-4.605120183487925,0.543815090327424,0.0,0.0,4
140,0,elvis,Elvis,0,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",5,10.53,1.0224283711854865,0.907051966255865,0.00030000000000000003,-4.605120183487925,0.0,1.0,1.0,3
140,1,aron,Aron,1,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,0.8378807721010162,0.0,0.0,3
140,2,presley,Presley,2,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",7,1.43,0.1553360374650618,0.9858785420486308,0.00030000000000000003,-4.605120183487925,0.48035188216716146,1.0,1.0,3
140,3,january,(January,3,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",7,6.69,0.8254261177678232,0.9249612620211071,0.00030000000000000003,-4.605120183487925,0.0,0.0,0.0,3
140,4,8,"8,",4,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",1,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,0.0,0.3333333333333333,0.3333333333333333,3
140,5,1935,1935,5,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,0.14465885570119708,0.6666666666666666,0.6666666666666666,3
140,6,–,–,6,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",1,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,0.0,0.3333333333333333,0.3333333333333333,3
140,7,august,August,7,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",6,10.2,1.0086001717619175,0.9083090752943711,0.00030000000000000003,-4.605120183487925,1.0,0.6666666666666666,0.0,3
140,8,16,"16,",8,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",2,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,1.0,0.3333333333333333,0.0,3
140,9,1977,"1977),",9,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,0.10214898102382935,0.3333333333333333,0.3333333333333333,3
140,10,also,also,10,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,206.42999999999998,2.314772812566055,0.7895661079485404,0.0020484924842627036,-3.644290177243413,0.7653579608382369,0.6666666666666666,0.0,3
140,11,known,known,11,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",5,123.53000000000002,2.0917724414196828,0.809838868961847,0.006737315231416857,-3.048228879214284,1.0,0.3333333333333333,0.0,3
140,12,as,as,12,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",2,2217.02,3.345769610954118,0.6958391262768983,1.9319474730661172,0.2963458128579043,0.999403828641625,0.6666666666666666,0.0,3
140,13,the,The,13,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",3,29449.180000000004,4.469073206544746,0.5937206175868412,1.2550991006125614,-0.16474161438099955,0.8393038359684843,0.3333333333333333,0.0,3
140,14,king,King,14,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,129.25,2.11143055176598,0.8080517680212745,0.00030000000000000003,-4.605120183487925,0.9851602676969567,0.6666666666666666,0.0,3
140,15,of,of,15,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",2,11577.24,4.063605036452092,0.6305813603225371,0.4717971108630453,-0.8393574827590072,0.99732111972274,0.3333333333333333,0.0,3
140,16,rock,Rock,16,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,86.16000000000001,1.935305690289925,0.8240631190645522,0.00030000000000000003,-4.605120183487925,0.9683745813668994,0.6666666666666666,0.0,3
140,17,and,and,17,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",3,13387.840000000002,4.126710513400982,0.6248444987817289,1.446335072214533,-0.03579189454730573,0.9754700895033036,0.3333333333333333,0.0,3
140,18,roll,Roll,18,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,63.27,1.8011978344591488,0.8362547423218955,0.30004122657142657,-1.0985359478279435,0.9958474824790619,0.6666666666666666,0.0,3
140,19,sometimes,(sometimes,19,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",9,179.0,2.2528530309798933,0.7951951790018278,0.00030000000000000003,-4.605120183487925,0.0,0.3333333333333333,0.3333333333333333,3
140,20,shortened,shortened,20,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",9,0.47,-0.3279021420642826,1.0298092856422074,0.00030000000000000003,-4.605120183487925,0.7282322711142427,0.6666666666666666,0.0,3
140,21,to,to,21,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",2,22677.84,4.355601686871926,0.6040362102843704,0.3892919054165991,-0.9515236511950139,0.9979515537088256,0.3333333333333333,0.0,3
140,22,the,The,22,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",3,29449.180000000004,4.469073206544746,0.5937206175868412,0.02229597504961859,-2.447250824994175,0.8664613212853073,0.6666666666666666,0.0,3
140,23,king,King),23,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",4,129.25,2.11143055176598,0.8080517680212745,0.00030000000000000003,-4.605120183487925,0.9543604977472161,0.3333333333333333,0.0,3
140,24,was,was,24,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",3,5654.73,3.75241187322089,0.65887164788901,0.017319072821493767,-2.5743847228018275,1.0,0.6666666666666666,0.0,3
140,25,an,an,25,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",2,1864.14,3.2704785254773365,0.7026837704111513,0.022580850559594936,-2.440854960146464,0.8372148525514446,0.3333333333333333,0.0,3
140,26,american,American,26,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",8,102.21999999999998,2.009535876619218,0.8173149203073438,0.0022329445478371968,-3.6011509180722587,0.9988397426868101,0.3333333333333333,0.0,3
140,27,singer,singer,27,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",6,15.69,1.1956229435869368,0.8913070051284603,0.00030000000000000003,-4.605120183487925,0.9649665697703439,0.3333333333333333,0.0,3
140,28,and,and,28,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",3,13387.840000000002,4.126710513400982,0.6248444987817289,0.2755365165051937,-1.1456533174069354,0.9828382491052793,0.3333333333333333,0.0,3
140,29,actor,actor.,29,"Elvis Aron Presley (January 8, 1935 – August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",5,26.33,1.420450859106068,0.8708681037176302,0.00030000000000000003,-4.605120183487925,0.8921904806473232,0.0,0.0,3
125,0,the,The,0,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",3,29449.18,4.469073206544746,0.5937206175868412,0.04852237248076808,-2.3127081708906405,0.5609583785744007,1.0,0.4,5
125,1,organizations,organization's,1,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",13,1.39,0.14301480025409505,0.986998654522355,0.0005,-4.605120183487925,0.0,0.0,0.8,5
125,2,nonviolent,nonviolent,2,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",10,0.63,-0.20065945054641826,1.0182417682314926,0.0005,-4.605120183487925,0.0,0.2,0.2,5
125,3,principles,principles,3,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",10,6.0,0.7781512503836436,0.9292589772378506,0.0005,-4.605120183487925,0.4379727197473092,0.8,0.8,5
125,4,were,were,4,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",4,1662.8200000000002,3.22084523945542,0.7071958873222346,0.0007930231045778898,-4.37446874816431,1.0,0.2,0.0,5
125,5,criticized,criticized,5,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",10,0.65,-0.1870866433571444,1.0170078766688313,0.0005,-4.605120183487925,0.0,0.4,0.4,5
125,6,by,by,6,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",2,1340.47,3.1272570988259853,0.7157039001067287,0.3230942648122397,-1.3362239401899276,1.0,0.6,0.0,5
125,7,the,the,7,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",3,29449.18,4.469073206544746,0.5937206175868412,0.08928062398192037,-2.003695617415296,0.9227720424499127,0.4,0.0,5
125,8,younger,"younger,",8,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",7,24.65,1.3918169236132487,0.873471188762432,0.0005,-4.605120183487925,1.0,0.6,0.0,5
125,9,more,more,9,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",4,1298.59,3.1134720541954923,0.716957085982228,0.005989139081374122,-3.363023484906995,0.6636735692486778,0.4,0.0,5
125,10,radical,radical,10,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",7,4.27,0.6304278750250238,0.9426883749977251,0.0054907806899613595,-3.4065119921362834,1.0,0.6,0.6,5
125,11,blacks,blacks,11,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",6,3.3299999999999996,0.5224442335063199,0.9525050696812436,0.0005,-4.605120183487925,0.3673209908479652,0.4,0.4,5
125,12,and,and,12,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",3,13387.84,4.126710513400982,0.6248444987817289,0.01025280834295121,-3.0937944358659677,0.994895221121175,0.6,0.0,5
125,13,challenged,challenged,13,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",10,4.04,0.6063813651106049,0.9448744213535815,0.0005,-4.605120183487925,0.679738881304104,0.4,0.4,5
125,14,by,by,14,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",2,1340.47,3.1272570988259853,0.7157039001067287,0.5023031809749486,-1.0960584215927813,1.0,0.6,0.0,5
125,15,the,the,15,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",3,29449.18,4.469073206544746,0.5937206175868412,4.589280623981921,1.2067841830439263,0.7260980487182308,0.4,0.0,5
125,16,student,Student,16,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",7,43.04,1.6338722626583326,0.8514661579401516,0.0072114865980278265,-3.270037368680845,0.5821272247334881,0.6,0.6,5
125,17,nonviolent,Nonviolent,17,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",10,0.63,-0.20065945054641826,1.0182417682314926,0.0005,-4.605120183487925,0.0,0.2,0.4,5
125,18,coordinating,Coordinating,18,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",12,1.12,0.04921802267018165,0.9955256343027108,0.0005,-4.605120183487925,0.4874507820718703,0.6,0.4,5
125,19,committee,Committee,19,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",9,22.02,1.342817314635733,0.8779256986694788,1.1251023096695283,-0.6183226432557548,0.22194102485042083,0.4,0.0,5
125,20,sncc,(SNCC),20,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",4,1.0,0.0,1.0,0.0005,-4.605120183487925,0.0,0.2,0.2,5
125,21,then,then,21,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",4,1489.53,3.17304925458245,0.7115409768561409,0.0018737613632705985,-3.9444352670180827,0.7018784151800452,0.8,0.8,5
125,22,headed,headed,22,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",6,30.78,1.4882686154954599,0.8647028531367764,0.005676098411654368,-3.3898966147654916,1.0,0.2,0.2,5
125,23,by,by,23,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",2,1340.47,3.1272570988259853,0.7157039001067287,0.10773824958201478,-1.9078526653753365,1.0,0.4,0.0,5
125,24,james,James,24,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",5,65.84,1.8184898222042132,0.8346827434359806,0.0005,-4.605120183487925,0.7564210693597072,0.0,1.0,5
125,25,foreman,Foreman.,25,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman.",7,5.55,0.7442929831226762,0.9323370015343022,0.0005,-4.605120183487925,0.2824020819249151,0.0,0.0,5
114,0,his,His,0,"His most important scientific work is his Zoönomia (1794–1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution.",3,2124.78,3.3273139698064678,0.6975169118357756,0.008697471456751748,-2.920215926769606,0.5414382084858204,1.0,0.0,3
114,1,most,most,1,"His most important scientific work is his Zoönomia (1794–1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution.",4,350.76,2.545010061405061,0.7686354489631763,0.00534238935361485,-3.1644560931501267,0.8899841412568693,0.0,0.0,3
114,2,important,important,2,"His most important scientific work is his Zoönomia (1794–1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution.",9,207.59,2.3172064288998246,0.789344870100016,0.23040884683136986,-1.243299832181739,0.9146169241941107,1.0,0.0,3
114,3,scientific,scientific,3,"His most important scientific work is his Zoönomia (1794–1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution.",10,11.37,1.0557604646877348,0.9040217759374786,0.00030000000000000003,-4.605120183487925,0.0,0.0,0.0,3
114,4,work,work,4,"His most important scientific work is his Zoönomia (1794–1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution.",4,798.02,2.9020137757878146,0.7361805658374715,0.034767248596757006,-2.22301749831035,0.5958880288513458,1.0,0.0,3
114,5,is,is,5,"His most important scientific work is his Zoönomia (1794–1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution.",2,9013.0,3.954869371066478,0.6404664208121383,0.008347985744852713,-2.940780372666572,0.9993053469626512,0.0,0.0,3
