index,sentence,ambiguity,ambiguity_zscore,ambiguity_norm
129,he received his phd in systematic theology from boston university in 1955,4.963057279586792,-0.17716677846349044,0.4991593525397237
130,gail davis born october 5 1925 died march 15 1997 was an american actress,6.006796836853027,1.5365262838402065,0.7944080409356307
131,she and her husband moved to hollywood california to pursue a career in motion pictures and in 1947 as gail davis she made her motion picture debut in a comedy film short,4.215766935579238,-1.4041263864776836,0.287768979928909
132,she then appeared in minor roles in another four films until landing a supporting role under star roy rogers in a 1948 western film called the far frontier,4.7594197359349995,-0.5115147902363429,0.4415552143686725
133,between then and 1953 davis appeared in more than three dozen films of which all but three were in the western genre and that included fourteen films with the singing cowboy star gene autry,4.907088525367506,-0.2690606471433244,0.48332714501308877
134,in 1950 she began to guest star in television westerns notably in the lone ranger and cisco kid series plus more than a dozen appearances on the gene autry show,4.81834260348616,-0.4147706277386224,0.4582230691413439
135,gail davis passed away from cancer in 1997 in los angeles california and was interred there in the forest lawn hollywood hills cemetery,4.413494110107422,-1.079482479998408,0.34370121755778676
137,her family lived in mcgehee arkansas where she was raised until they moved to little rock,4.396545553207398,-1.1073099434431244,0.33890688054133594
138,she had been singing and dancing since childhood and after graduating from high scool in little rock she went to study drama at girls college in bryn mawr pennsylvania before completing her education at the university of texas in austin,4.394547065576682,-1.1105912164043865,0.33834155670395094
139,between 1954 and 1956 gail davis starred as the western sharpshooter annie oakley in the annie oakley television series on the abc network,5.554121922362935,0.793289280854111,0.6663572510211525
140,elvis aron presley january 8 1935 – august 16 1977 also known as the king of rock and roll sometimes shortened to the king was an american singer and actor,5.0139275146969435,-0.09364405636377805,0.5135493122668442
141,the movies jailhouse rock 1957 king creole 1958 and flaming star 1960 are widely regarded as his best among film critics,5.716692227125168,1.0602098947832548,0.712344460108916
142,among fans blue hawaii 1961 and viva las vegas 1964 are also highly praised,5.973591235967783,1.48200673682245,0.7850149791890347
143,elvis aron presley was born in a tworoom house in east tupelo mississippi to vernon elvis presley and gladys love smith,5.469945132732391,0.6550812581796728,0.6425456722046023
144,elvis presley was raised both in east tupelo which merged with tupelo in 1948 and later in memphis tennessee where his family moved when he was 13,4.507106093259958,-0.9257830202431695,0.37018178452634903
145,elvis had a twin brother jesse garon presley who died at birth,4.8129009550268,-0.42370515086499133,0.4566837583437865
146,beginning with love me tender opened on november 15 1956 presley starred in 31 motion pictures having signed to multiple longterm contracts on the advice of his manager,5.1118616483829635,0.06715184745348592,0.5412525111335431
147,elvis was praised by all his directors including the highly respected michael curtiz as unfailingly polite and extremely hardworking,5.259116331736247,0.30892607886731055,0.5829073011791421
148,niels fabian helge von koch january 25 1870 march 11 1924 was a swedish mathematician who gave his name to the famous fractal known as the koch curve which was one of the earliest fractal curves to have been described,5.162880262503257,0.15091818979207994,0.555684443695577
149,his grandfather nils samuel von koch 18011881 was the attorneygeneral justitiekansler of sweden,5.866247057914734,1.3057606877697359,0.7546499062582833
150,john quincy adams july 11 1767 – february 23 1848 was the sixth 18251829 president of the united states,5.2451433473163185,0.285984142544779,0.5789546816829856
151,the son of president john adams and first lady abigail smith he was the only son of a former president to become president himself until george w bush took office in 2001,4.971751082328058,-0.1628926146272866,0.5016186191629556
152,he was secretary of state in the cabinet of president james monroe from 1817 to 1825 a tenure during which he was instrumental in the acquisition of florida and in keeping the united states from becoming dependent on england,4.302160134440975,-1.2622792901509357,0.31220752733537466
153,adamss son charles francis also pursued a career in politics,5.897097269694011,1.3564129731302887,0.7633766853682218
154,while serving as secretary of state under president james monroe adams negotiated the adamsonís treaty with spain and devised the monroe doctrine both of which were of long lasting importance,4.964602182651388,-0.17463023604225184,0.4995963682687391
155,adams was born in braintree massachusetts in a part of town which eventually became the separate town of quincy,4.426660213205549,-1.0578653444019261,0.34742558983432376
156,he acquired his early education in europe at venerable institutions such as the university of leiden while accompanying his father while the elder adams was serving as an american envoy to france and later the netherlands during the revolutionary war,4.645554501658831,-0.6984676183228251,0.40934549227862804
157,he graduated from harvard university in 1787 and was elected to phi beta kappa,4.356280730320857,-1.1734198720696498,0.32751693554693323
158,he studied law after which he was admitted to the bar and commenced practice in boston,4.3361509323120115,-1.206470545442312,0.321822702327151
159,adams was elected to the us house of representatives in 1830 one of only two us presidents to serve in congress after having been president,4.279280563195546,-1.2998447558255997,0.3057354497426018
160,although adams lost in both the popular and electoral votes in the presidential election of 1824 none of the candidates were able to secure a majority of the electoral vote thereby putting the outcome in the hands of the house of representatives which to the surprise of many elected adams over rival andrew jackson,4.197688223618381,-1.4338094267026364,0.2826549493671939
161,some say this was because of a bargain he struck with henry clay which put clay into office as his secretary of state once adams won,4.915789680480957,-0.25477441160866193,0.48578849144466846
162,during this time he worked on developing a federal system of roads canals bridges lighthouses and universities until jackson who defeated adams in the latters quest for reelection was sworn in to replace him,5.064085507031643,-0.011290750038787576,0.5277377957312248
163,president george washington appointed him minister to the netherlands in 1794 minister to portugal in 1796 and minister to prussia in 1797,4.42306942031497,-1.0637609884080534,0.34640984133282826
164,while serving abroad he met louisa catherine johnson the daughter of an american merchant living abroad,4.6519004543622335,-0.6880483379134357,0.41114060888531256
165,adams received one electoral vote in the presidential election of 1820,4.401991581916809,-1.0983682284803717,0.3404474304057403
166,rather than retire adams would go on to win election as a democraticrepublican to the house of representatives beginning with the 22nd congress serving from march 4 1831 until his death,4.888261071840922,-0.2999730297053687,0.4780013135632217
167,aldous leonard huxley july 26 1894 – november 22 1963 was a british writer who emigrated to the united states,4.93979715673547,-0.21535706346432418,0.49257962609746087
168,he was a member of the famous huxley family who produced a number of brilliant scientific minds,5.266200665617362,0.3205576911201864,0.584911287970671
169,he wrote great novels on dehumanising aspects of scientific progress most famously brave new world and on pacifist themes eg eyeless in gaza,4.862295340407979,-0.34260559403092006,0.4706562358611784
170,huxley was strongly influenced by f matthias alexander and included him as a character in eyeless in gaza,5.1794792799388665,0.1781717520648055,0.5603799044476452
171,huxley was born in godalming surrey england,4.975015838940938,-0.1575322824269283,0.5025421398834016
172,he was the son of the writer leonard huxley by his first wife julia arnold and grandson of thomas henry huxley one of the most important naturalists of the 19th century a man known as darwins bulldog,4.469941928982735,-0.9868020455783829,0.3596689408942461
173,his brother julian huxley was a biologist also noted for his evolutionary theories,5.219393213589986,0.24370556335995983,0.5716705913600779
174,john wells november 17 1936 january 11 1998 was a british actor writer and satirist,5.956838437489101,1.4545006848315838,0.7802760174975311
175,wells began his television career as a writer on that was the week that was the 1960s weekly satire show that launched the careers of david frost and millicent martin among others,4.9032685324069,-0.27533260971201906,0.48224656135268346
176,besides making cameo appearances in films such as casino royale 1967 television dramas like casanova 1987 and comedy shows like yes minister he also wrote television scripts and screenplays notably princess caraboo 1994,4.885335998726077,-0.3047756430285323,0.4771738810925372
177,in 1997 he appeared in the bbc situation comedy chalk,5.4174101617601185,0.5688252428195634,0.6276847989469989
178,bartholomew j simpson voiced by nancy cartwright is a fictional character featured in the animated television series the simpsons,5.304059889581469,0.38271791969427943,0.595620747185158
179,he is the 10yearold son of homer and marge simpson and older brother of lisa and maggie,5.191983602941036,0.19870232545204838,0.5639170751335384
180,roy stanley geiger january 25 1885 – january 23 1947 was a united states marine corps general who during world war ii became the first marine to lead an army,4.913370113948296,-0.2587470447736483,0.48510405456548567
181,geiger was born in middleburg florida,4.9347480773925785,-0.22364703597777147,0.4911513636126124
182,he attended florida state normal and industrial college and received an llb from stetson university after which he enlisted in the marine corps,4.678410665555433,-0.6445218042243384,0.41863970674875994
183,he was commissioned a second lieutenant on 5 february 1909,4.540075964397854,-0.8716505127218064,0.3795081640261755
184,following attendance at the marine officers school at port royal south carolina he served as a member of the marine detachments aboard wisconsin bb9 and delaware bb28,5.087860146394143,0.027744308324815798,0.5344630664560875
185,for his part in this action he was awarded the distinguished service medal,5.489271064599355,0.6868120813839917,0.6480125111262722
186,geiger commanded the iii amphibious corps in the battle of okinawa where he assumed command of the us tenth army upon the combat death of lt general simon bolivar buckner commanding general of the tenth army,4.888756064006261,-0.2991603129373486,0.47814133488038374
187,geiger led the tenth army until relieved by general joseph stilwell,5.315213656425476,0.4010310445787974,0.5987758781835387
188,culbert levy olson november 7 1876 april 13 1962 was a us politician,6.382967273394267,2.1541522642456243,0.9008175635305348
189,he was born in fillmore utah to daniel olson and his wife delilah king,5.088737927950346,0.029185518589015188,0.5347113696380096
190,he served as the governor of california from january 2 1939 until january 4 1943 and was the only democrat elected to that office between 1898 and 1954,3.7402151657475367,-2.1849243959555937,0.1532468806851916
191,in his 1942 bid for reelection he was defeated by state attorney general earl warren,5.0576359033584595,-0.021880212699656613,0.5259133587709467
192,he later became president of the united secularists of america,4.941209819581774,-0.21303764335398073,0.4929792342656222
193,he died in los angeles at age 85 and was buried in forest lawn memorial park cemetery in suburban glendale,4.156246097464311,-1.5018523437147675,0.27093197373965816
194,prescott sheldon bush may 15 1895 columbus ohio – october 8 1972 new york city was a us,6.36511102844687,2.1248344877254963,0.8957664635087981
195,senator from connecticut and a wall street executive banker with brown brothers harriman,5.152207851409912,0.1333953923457313,0.5526654766023061
196,his son george h w bush and grandson george w bush would both later become us presidents,6.226750671863556,1.8976636561478148,0.8566276634864919
197,his father was samuel prescott bush and his mother was flora sheldon,5.671607494354248,0.9861862619454764,0.6995910791293173
198,he married dorothy walker george herbert walkers daughter on august 6 1921 and together they had five children including george h w bush named after george herbert walker prescott bush jr jonathan bush william bush and nancy bush,5.645825257172456,0.9438549728020151,0.6922979075149597
199,among those attending the kennebunkport maine wedding ceremony were isabel stillman rockefeller daughter of percy rockefeller hope lincoln mary keck elizabeth trotter martha pittman ruth lionberger nancy walker george herbert walker knight wooley frank shephard john shepley richard bentley henry isham william potter wear and henry fenimore cooper,6.449564497521583,2.2634967843044285,0.9196563082513911
200,his fatherinlaw george herbert walker and walkers partner averell harriman brought him on as an officer in their investment banking firm w a harriman and company in 1926,6.054536704663877,1.6149093246028174,0.8079124954302609
201,when it merged with brown brothers in 1931 he became a partner in the new firm of brown brothers harriman,5.2972070166939185,0.3714663381646851,0.5936822351131499
202,bush called it my good fortune to work with close friends including yale classmates and members of the skull and bones e roland harriman knight woolley and ellery james as well as robert a lovett and thomas mccance,5.164977785501931,0.1543620667495327,0.5562777822443822
203,he maintained homes in long island new york and greenwich connecticut the family compound at kennebunkport maine a 10000 acre 40 km² plantation in south carolina and an island retreat in florida,5.789177871519519,1.1792224827899462,0.7328488965710337
204,after graduation he served as a field artillery captain with the american expeditionary forces 19171919 during world war i,4.049039231406318,-1.677872943217677,0.24060574305279708
205,he received training in intelligence at verdun and was briefly assigned to a staff of french officers,5.253740221261978,0.3000991611196843,0.5813865294931894
206,alternating between intelligence and artillery bush came under fire in the meuseargonne offensive,4.777078946431478,-0.482520520255009,0.44655057810754295
207,the bushes moved to columbus ohio in 1923 where bush worked for the hupp products company where his business efforts generally failed,5.147422268277123,0.12553804847422126,0.5513117508252872
208,he left in november 1923 to become president of sales for stedman products of south braintree massachusetts,4.78753337264061,-0.46535562740388386,0.4495078825468445
209,in 1925 he joined the united states rubber company based in new york city as manager of the foreign division and moved to greenwich connecticut,4.613613078991572,-0.7509115388812831,0.4003100359884515
211,he served until january 1963 and was a staunch supporter of president dwight d eisenhower,4.62103109061718,-0.7387320684660892,0.4024084121472537
212,as a managing partner of brown brothers harriman he sat on several corporate boards including the following,5.181484870612621,0.18146468735647614,0.5609472375641902
213,bush was born in columbus ohio to flora sheldon and samuel prescott bush a steel company president and later a us government official in charge of coordination and assistance to major weapons contractors during world war i,4.868886907895406,-0.3317830441004598,0.47252083095253744
