word,original_word,difficulty,regression_probability,total_occurrences
greatgreatgreatgreatgreat,great-great-great-great-great,1.0,0.5454545454545454,11
president,president,0.8047089556855896,0.5,12
petitioned,petitioned,1.0488729092819131,0.5,12
entered,entered,0.8940147613918067,0.5,12
envoy,envoy,1.0059546862505846,0.5,12
sociology,Sociology,1.0333210494927647,0.5,12
saviours,Saviour's,1.1110771590560324,0.5,12
meuseargonne,Meuse-Argonne,1.0,0.5,12
excessive,excessive,0.9649448842183351,0.5,12
united,United,0.8453355558883567,0.5,12
burroughs,Burroughs,1.0170078766688313,0.5,12
otto,Otto,0.9240858089345351,0.5,12
worked,worked,0.8125815227628747,0.5,12
keynes,Keynes,1.0,0.5,12
ford,Ford,0.9035386069427461,0.5,12
war,War,0.796143892325662,0.5,12
gordon,Gordon,1.0,0.5,12
lasting,lasting,0.966266557975297,0.5,12
1943,"1943,",1.0,0.5,12
played,played,0.8408839168041824,0.5,10
compilation,compilation,1.051694203258274,0.5,12
alberta,Alberta,1.0392543887211825,0.5,12
emigrated,emigrated,1.0488729092819131,0.5,12
vernon,Vernon,0.9495368683110622,0.5,12
france,France,0.8697883825216727,0.5,12
devised,devised,0.9847893332047112,0.5,12
unfailingly,unfailingly,1.1270854553338217,0.5,12
aboard,aboard,0.8704208030510051,0.5,12
thereby,thereby,0.9826971183481555,0.5,12
cecil,"Cecil,",0.9734312662403203,0.5,12
their,their,0.7439684205237852,0.5,10
simmons,Simmons,0.931353430327721,0.5,12
darwins,"""Darwin's",1.0,0.5,12
was,was,0.6588716478890099,0.5,12
finance,finance,0.9337860198162519,0.5,12
of,of,0.6305813603225372,0.5,12
coretta,Coretta,1.0,0.5,12
missed,missed,0.8225306750714125,0.5,12
aunt,aunt,0.8416419020246183,0.5,12
1830,"1830,",1.0,0.5,12
lunar,Lunar,0.9714666163300768,0.5,12
rival,rival,0.947500745469343,0.5,12
retreat,retreat,0.911157617052064,0.5,12
regarding,(regarding,0.9156469626972084,0.5,12
eleanor,Eleanor,0.9236267186857495,0.5,12
island,island,0.8547849045212702,0.5,12
recommended,recommended,0.9339338900884934,0.5,12
godalming,"Godalming,",1.0,0.5,12
themes,themes,0.9955256343027107,0.5,12
council,council,0.8883272401179086,0.5,12
1904,"1904,",1.0,0.5,10
beta,Beta,0.9513368981779299,0.5,12
their,their,0.7439684205237852,0.5,10
only,only,0.7240988108304539,0.5,12
south,South,0.8355129390717176,0.5,12
founded,founded,0.9553307551059754,0.5,12
winthrops,(Winthrop's,1.0,0.5,12
hollywood,Hollywood,0.8684683899858355,0.5,12
friend,friend,0.7615895904843119,0.5,10
brother,brother,0.7769794020001645,0.5,12
charles,Charles,0.8446890090786622,0.5,12
ironman,ironman,1.1544518185760018,0.5,12
heart,Heart),0.7829354464183086,0.5,12
of,of,0.6305813603225372,0.5,12
colonel,Colonel,0.8196908419835877,0.5,12
erasmus,Erasmus,1.0776247240292511,0.5,12
excelsior,Excelsior,1.011358066964391,0.45454545454545453,11
lincolnshire,"Lincolnshire,",1.0,0.45454545454545453,11
england,England,0.8593827862153401,0.45454545454545453,11
pallbearer,pallbearer,1.0597797562888902,0.45454545454545453,11
she,she,0.6752687246372792,0.45454545454545453,11
w,W.,1.0,0.45454545454545453,11
stock,"stock,",0.8721481967755212,0.45454545454545453,11
henry,Henry,0.8287322549968837,0.45454545454545453,11
ford,Ford,0.9035386069427461,0.45454545454545453,11
movement,movement,0.8935060090051811,0.45454545454545453,11
17,"17,",1.0,0.45454545454545453,11
timothy,Timothy,0.9511073549933386,0.45454545454545453,11
brown,Brown,0.8382710025531938,0.45454545454545453,11
out,out,0.6738923336082906,0.45454545454545453,11
oldest,oldest,0.91166003719202,0.45454545454545453,11
research,research,0.8618338187476623,0.45454545454545453,11
serbian,Serbian,1.0488729092819131,0.45454545454545453,11
obituary,obituary,0.9887407599120833,0.45454545454545453,11
movies,movies,0.8488401971198573,0.45454545454545453,11
george,George,0.8030921979295951,0.45454545454545453,11
his,his,0.6975169118357755,0.45454545454545453,11
american,American,0.8173149203073439,0.45454545454545453,11
nveraellen,"nVera-Ellen,",1.0,0.45454545454545453,11
three,three,0.751437131682427,0.45454545454545453,11
fleming,Fleming,0.9410581808199153,0.45454545454545453,11
effect,effect,0.8746910999138057,0.45454545454545453,11
paternal,paternal,1.0088100011825503,0.45454545454545453,11
simbas,"""Simba's",1.0,0.45454545454545453,11
franklin,(Franklin,0.9060523858648228,0.45454545454545453,11
basinger,Basinger,1.0,0.45454545454545453,11
hampstead,"Hampstead,",1.0,0.45454545454545453,11
julian,Julian,0.9209256174564243,0.45454545454545453,11
was,was,0.6588716478890099,0.45454545454545453,11
senate,"Senate,",0.9261595730181486,0.45454545454545453,11
series,series,0.8814099520205919,0.45454545454545453,11
andrew,Andrew,0.8792938645542973,0.45454545454545453,11
heavy,heavy,0.8477482441804157,0.45454545454545453,11
teachings,teachings,0.9858785420486309,0.45454545454545453,11
for,for,0.6510417664406013,0.45454545454545453,11
driver,driver,0.8476815104792764,0.45454545454545453,11
pride,Pride,0.8689082582599135,0.45454545454545453,11
despite,Despite,0.8987324225175606,0.45454545454545453,11
medicine,Medicine,0.8605430812676237,0.45454545454545453,11
cousin,cousin,0.8464749404297417,0.45454545454545453,11
clooneys,Clooney's,1.0,0.45454545454545453,11
portsmouth,"Portsmouth,",1.0,0.45454545454545453,11
radio,radio,0.8284086568876929,0.45454545454545453,11
superman,"Superman,",0.901175344917588,0.45454545454545453,11
clooney,Clooney,1.0,0.45454545454545453,11
aldous,Aldous,1.0,0.45454545454545453,11
famous,famous,0.8496904099395907,0.45454545454545453,11
from,from,0.699142726798022,0.45454545454545453,11
bush,Bush,0.895469573025838,0.45454545454545453,11
actress,actress,0.8904852262047072,0.45454545454545453,11
actor,actor,0.8708681037176299,0.45454545454545453,11
him,him,0.6779871167986268,0.45454545454545453,11
radio,"Radio,",0.8284086568876929,0.45454545454545453,11
george,George,0.8030921979295951,0.45454545454545453,11
recordings,recordings,0.9779056319376096,0.45454545454545453,11
rosemary,Rosemary,0.9369339137342135,0.45454545454545453,11
testdrove,test-drove,1.0,0.45454545454545453,11
1960,1960,1.0,0.45454545454545453,11
miguel,Miguel,1.0,0.45454545454545453,11
returned,returned,0.8732953963319926,0.45454545454545453,11
same,same,0.7617887745664308,0.4444444444444444,9
grandfather,"grandfather,",0.8739870810062893,0.4166666666666667,12
half,half,0.7909855906552502,0.4166666666666667,12
pennsylvania,Pennsylvania,0.9389842870259014,0.4166666666666667,12
canadian,Canadian,0.9366155142945711,0.4166666666666667,12
later,later,0.7758823996648507,0.4166666666666667,12
briac,Briac,1.0,0.4166666666666667,12
justitiekansler,"(""Justitiekansler"")",1.0,0.4166666666666667,12
quincy,Quincy,0.945465175266028,0.4166666666666667,12
lisa,Lisa,1.0,0.4166666666666667,12
commissioned,commissioned,0.9864346261222381,0.4166666666666667,12
town,town,0.7823353124335249,0.4166666666666667,12
the,the,0.5937206175868414,0.4166666666666667,12
matthew,Matthew,0.8918135074764356,0.4166666666666667,12
awarded,awarded,0.9643002769763936,0.4166666666666667,12
separate,separate,0.8784854705950523,0.4166666666666667,12
massachusetts,Massachusetts,0.9437187881248418,0.4166666666666667,12
homes,homes,0.8953578860587501,0.4166666666666667,12
le,Le,0.8907324487816678,0.4166666666666667,12
graduated,graduated,0.9191543906812445,0.4166666666666667,12
famous,famous,0.8496904099395907,0.4166666666666667,12
patriots,Patriots,0.9821909406900695,0.4166666666666667,12
was,was,0.6588716478890099,0.4166666666666667,12
degree,degree,0.8933997335263762,0.4166666666666667,12
london,"London,",0.8488230350606704,0.4166666666666667,12
prize,Prize,0.8772678096746335,0.4166666666666667,12
adams,Adams,0.9122971889951242,0.4166666666666667,12
both,both,0.7754265849639875,0.4166666666666667,12
the,the,0.5937206175868414,0.4166666666666667,12
franklin,Franklin,0.906052385864823,0.4166666666666667,12
yale,Yale,0.894721746005763,0.4166666666666667,12
manners,Manners,0.8994681205104414,0.4166666666666667,12
defense,Defense,0.8623742558535367,0.4166666666666667,12
de,de,0.8520855941817284,0.4166666666666667,12
artist,"artist,",0.8675616956344001,0.4166666666666667,12
anthony,Anthony,0.8920692163789566,0.4166666666666667,12
service,Service,0.827031320434734,0.4166666666666667,12
1934,1934,1.0,0.4166666666666667,12
adamss,Adams's,1.0,0.4166666666666667,12
president,president,0.8047089556855896,0.4166666666666667,12
mary,Mary,0.8231929721851187,0.4166666666666667,12
santa,Santa,0.8482523750971999,0.4166666666666667,12
commenced,commenced,1.0250658300362918,0.4166666666666667,12
power,power,0.8024323128125849,0.4166666666666667,12
partner,partner,0.8294242428103294,0.4166666666666667,12
sixth,sixth,0.906052385864823,0.4166666666666667,12
february,February,0.9327661505045372,0.4166666666666667,12
became,became,0.8473660567345666,0.4166666666666667,12
acting,acting,0.8436595006791291,0.4166666666666667,12
both,both,0.7754265849639875,0.4166666666666667,12
of,of,0.6305813603225372,0.4166666666666667,12
delano,Delano,1.0,0.4166666666666667,12
1957,"1957,",1.0,0.4166666666666667,12
roosevelt,Roosevelt,0.9370940815666037,0.4166666666666667,12
after,after,0.7423490980418986,0.4166666666666667,12
nicolas,Nicolas,1.0,0.4166666666666667,12
bones,Bones),0.864921515491151,0.4166666666666667,12
and,And,0.624844498781729,0.4166666666666667,12
starting,starting,0.8323994116432266,0.4166666666666667,12
wisconsin,Wisconsin,0.9405294052838221,0.4166666666666667,12
von,von,0.905833652249743,0.4166666666666667,12
receiving,receiving,0.9194612418362335,0.4166666666666667,12
arista,Arista,1.0997190920916415,0.4166666666666667,12
rauff,Rauff,1.0,0.4166666666666667,12
december,December,0.9199780203731381,0.4166666666666667,12
family,family,0.7682445582800456,0.4166666666666667,12
charles,Charles,0.8446890090786622,0.4166666666666667,12
manners,Manners,0.8994681205104414,0.4166666666666667,12
sargent,Sargent,1.0,0.4166666666666667,12
nee,(nee,1.0298092856422072,0.4166666666666667,12
mcnamara,McNamara,1.0,0.4166666666666667,12
including,including,0.869079854255654,0.4166666666666667,12
bushes,Bushes,0.9374163798179355,0.4166666666666667,12
robert,Robert,0.8363109434937156,0.4166666666666667,12
including,including,0.869079854255654,0.4166666666666667,12
jeanbaptiste,Jean-Baptiste,1.0,0.4166666666666667,12
matthias,Matthias,1.0,0.4166666666666667,12
wife,wife,0.7688431032905644,0.4166666666666667,12
air,Air,0.8051747923478528,0.4166666666666667,12
hubert,Hubert,1.0,0.4166666666666667,12
expeditionary,Expeditionary,1.0488729092819131,0.4166666666666667,12
royale,Royale,1.009809581573593,0.4166666666666667,12
governor,governor,0.8701106807730045,0.4166666666666667,12
union,Union,0.8783583749618403,0.4166666666666667,12
participant,participant,1.0208316353052598,0.4166666666666667,12
gloria,Gloria,0.899098557906928,0.4166666666666667,12
louisa,Louisa,1.0,0.4166666666666667,12
rico,Rico),1.0,0.4166666666666667,12
lichfield,Lichfield,1.0,0.4166666666666667,12
underground,Underground,0.9018268665757531,0.4166666666666667,12
progress,"progress,",0.879331005964879,0.4166666666666667,12
united,United,0.8453355558883567,0.4166666666666667,12
series,series,0.8814099520205919,0.4166666666666667,12
elliot,Elliot,1.0,0.4166666666666667,12
bones,Bones,0.864921515491151,0.4166666666666667,12
presidentelect,President-elect,1.0,0.4166666666666667,12
minister,Minister,0.8849094208640836,0.4166666666666667,12
staff,staff,0.8631681837890994,0.4166666666666667,12
becoming,becoming,0.8764130890799103,0.4166666666666667,12
then,then,0.711540976856141,0.4166666666666667,12
under,under,0.7801664852665576,0.4166666666666667,12
aron,Aron,1.0,0.4166666666666667,12
army,Army,0.8242790779244737,0.4166666666666667,12
rose,Rose,0.8432327524184479,0.4166666666666667,12
to,to,0.6040362102843703,0.4166666666666667,12
jackson,"Jackson,",0.8623500786840511,0.4166666666666667,12
founder,founder,0.9703331035519317,0.4166666666666667,12
april,(April,0.8804618130915981,0.4166666666666667,12
marion,"Marion,",1.0,0.4166666666666667,12
garon,Garon,1.1270854553338217,0.4166666666666667,12
julia,Julia,1.0,0.4166666666666667,12
addams,"Addams,",1.0,0.4166666666666667,12
which,which,0.7564784693605812,0.4166666666666667,12
aldous,Aldous,1.0,0.4166666666666667,12
educated,educated,0.932479533517755,0.4166666666666667,12
the,the,0.5937206175868414,0.4166666666666667,12
shire,Shire,1.0059546862505846,0.4166666666666667,12
km,km?),0.9875708575312356,0.4166666666666667,12
within,within,0.8389065304250133,0.4166666666666667,12
fictional,fictional,0.9869986545223549,0.4166666666666667,12
friends,friends,0.774096351866543,0.4166666666666667,12
was,was,0.6588716478890099,0.4166666666666667,12
elvis,Elvis,0.907051966255865,0.4166666666666667,12
botany,"botany,",1.0371759448157725,0.4166666666666667,12
elected,elected,0.9217874539480916,0.4166666666666667,12
radio,"""Radio",0.8284086568876928,0.4166666666666667,12
lichfield,Lichfield,1.0,0.4166666666666667,12
negro,Negro,0.9336387013000405,0.4166666666666667,12
king,King,0.8080517680212745,0.4166666666666667,12
ford,Ford,0.9035386069427461,0.4166666666666667,12
delilah,Delilah,0.9442923766618422,0.4166666666666667,12
maynard,Maynard,1.0,0.4166666666666667,12
married,married,0.7838663478561695,0.4166666666666667,12
crossing,Crossing,0.9145438040902125,0.4,10
einstein,"Einstein,",0.934380853162496,0.4,10
sister,sister,0.7948591470770731,0.4,10
alberts,Albert's,1.0,0.4,10
november,November,0.9143178085301746,0.4,10
daughter,daughter,0.7969196264758286,0.4,10
scientific,scientific,0.9040217759374787,0.36363636363636365,11
lost,Lost,0.7783863124708738,0.36363636363636365,11
returning,returning,0.9033333310043864,0.36363636363636365,11
internal,internal,0.9097277183244235,0.36363636363636365,11
group,"group,",0.8301980992685839,0.36363636363636365,11
toward,toward,0.876344126064059,0.36363636363636365,11
rca,RCA,1.0,0.36363636363636365,11
paul�s,Paul�s,1.0,0.36363636363636365,11
for,for,0.6510417664406013,0.36363636363636365,11
year,"year"")",0.7778254726269979,0.36363636363636365,11
as,as,0.6958391262768985,0.36363636363636365,11
personal,personal,0.8216157062409016,0.36363636363636365,11
records,Records,0.8538579778924013,0.36363636363636365,11
inns,Inns,1.0488729092819131,0.36363636363636365,11
with,with,0.6633502058007769,0.36363636363636365,11
singer,singer,0.8913070051284605,0.36363636363636365,11
badenwuerttemberg,"Baden-Wuerttemberg,",1.0,0.36363636363636365,11
power,power,0.802432312812585,0.36363636363636365,11
billy,Billy,0.8327632973208329,0.36363636363636365,11
fairbanks,Fairbanks,0.9853301816150022,0.36363636363636365,11
was,was,0.6588716478890099,0.36363636363636365,11
city,City,0.797441490218387,0.36363636363636365,11
from,from,0.699142726798022,0.36363636363636365,11
river,River,0.8414492576473787,0.36363636363636365,11
nobel,Nobel,0.9535868172539442,0.36363636363636365,11
rhode,Rhode,1.0,0.36363636363636365,11
electrical,electrical,0.9149081094804358,0.36363636363636365,11
alongside,alongside,0.9477101959156671,0.36363636363636365,11
rhode,Rhode,1.0,0.36363636363636365,11
station,station,0.827448485396215,0.36363636363636365,11
this,this,0.6452787482901251,0.36363636363636365,11
action,"""action",0.8376455428741469,0.36363636363636365,11
she,she,0.6752687246372792,0.36363636363636365,11
failure,failure,0.8816850842596999,0.36363636363636365,11
clooney,Clooney,1.0,0.36363636363636365,11
married,married,0.7838663478561695,0.36363636363636365,11
hochschule,Hochschule,1.0,0.36363636363636365,11
also,also,0.7895661079485404,0.36363636363636365,11
1945,1945,1.0,0.36363636363636365,11
william,William,0.8626655426334355,0.36363636363636365,11
part,part,0.7802283362995156,0.36363636363636365,11
ohio,Ohio,0.9145438040902125,0.36363636363636365,11
near,(near,0.8254908160196262,0.36363636363636365,11
later,later,0.7758823996648506,0.36363636363636365,11
1896,1896,1.0,0.36363636363636365,11
studio,Studio,0.8756441146551134,0.36363636363636365,11
crescentia,Crescentia,1.0,0.36363636363636365,11
married,married,0.7838663478561695,0.36363636363636365,11
is,is,0.6404664208121382,0.36363636363636365,11
and,and,0.624844498781729,0.36363636363636365,11
ford,Ford,0.9035386069427461,0.36363636363636365,11
the,the,0.5937206175868414,0.36363636363636365,11
1993,1993,1.0,0.36363636363636365,11
princess,Princess,0.8547649543861631,0.36363636363636365,11
munich,Munich,0.9718518029612823,0.36363636363636365,11
descent,descent,0.9624272941744316,0.36363636363636365,11
thirteen,Thirteen,0.9345309724176403,0.36363636363636365,11
henry,Henry,0.8287322549968837,0.36363636363636365,11
the,the,0.5937206175868414,0.36363636363636365,11
controversial,controversial,0.9699623842409827,0.36363636363636365,11
john,John,0.7920852406768734,0.36363636363636365,11
1963,1963,1.0,0.36363636363636365,11
10,"10,",1.0,0.36363636363636365,11
following,following,0.8494543344833676,0.36363636363636365,11
now,(now,0.6813178131473382,0.36363636363636365,11
married,married,0.7838663478561695,0.36363636363636365,11
james,James,0.8346827434359804,0.36363636363636365,11
infamous,infamous,0.9681592710605306,0.36363636363636365,11
joshua,Joshua,0.9330548634293959,0.36363636363636365,11
born,born,0.8252114938310406,0.36363636363636365,11
work,work,0.7361805658374713,0.36363636363636365,11
later,later,0.7758823996648506,0.36363636363636365,11
rochester,"Rochester,",1.0170078766688313,0.36363636363636365,11
county,"County,",0.8610543238223985,0.36363636363636365,11
with,with,0.6633502058007769,0.36363636363636365,11
theoretical,theoretical,0.9754988232529166,0.36363636363636365,11
amongst,amongst,0.9223910716567117,0.36363636363636365,11
springport,"Springport,",1.0,0.36363636363636365,11
gabriel,Gabriel,0.9312148992503778,0.36363636363636365,11
ferrer,"Ferrer,",1.0776247240292511,0.36363636363636365,11
representative,representative,0.934231302542256,0.36363636363636365,11
representatives,Representatives,0.9699623842409827,0.36363636363636365,11
detroit,Detroit,0.9069770491242081,0.36363636363636365,11
can,can,0.6618228809885206,0.36363636363636365,11
son,son,0.762401077710409,0.36363636363636365,11
anne,Anne,0.8800245005154341,0.36363636363636365,11
john,John,0.7920852406768734,0.36363636363636365,11
american,American,0.8173149203073439,0.36363636363636365,11
widow,widow,0.9015649663348685,0.36363636363636365,11
advocated,advocated,1.04144835960452,0.36363636363636365,11
clarence,Clarence,0.9150915305607961,0.36363636363636365,11
harry,Harry,0.8259111388686974,0.36363636363636365,11
carew,Carew,1.0,0.36363636363636365,11
to,to,0.6040362102843703,0.36363636363636365,11
take,take,0.7021181167904659,0.36363636363636365,11
william,William,0.8626655426334355,0.36363636363636365,11
for,for,0.6510417664406013,0.36363636363636365,11
who,who,0.6957338417552332,0.36363636363636365,11
einstein,Einstein,0.9343808531624961,0.36363636363636365,11
study,study,0.8463135944081496,0.36363636363636365,11
movie,movie,0.8100214677734828,0.36363636363636365,11
ferrer,Ferrer,1.0776247240292511,0.36363636363636365,11
1728,1728,1.0,0.36363636363636365,11
son,son,0.762401077710409,0.36363636363636365,11
sr,Sr.,0.9366155142945711,0.36363636363636365,11
maria,Maria,0.8768468587313886,0.36363636363636365,11
soldiers,soldiers,0.8689653740984989,0.36363636363636365,11
descended,descended,0.9767934086269723,0.36363636363636365,11
became,became,0.8473660567345666,0.36363636363636365,11
hero,hero,0.8456747242135353,0.36363636363636365,11
brother,brother,0.7769794020001645,0.36363636363636365,11
in,in,0.637268534722894,0.36363636363636365,11
president,president,0.8047089556855898,0.36363636363636365,11
mary,Mary,0.8231929721851187,0.36363636363636365,11
parents,"parents,",0.8046921193030164,0.36363636363636365,11
1905,1905],1.0,0.36363636363636365,11
the,the,0.5937206175868414,0.36363636363636365,11
vermont,Vermont,0.9417744148208709,0.36363636363636365,11
dedham,"Dedham,",1.0,0.36363636363636365,11
springwells,Springwells,1.0,0.36363636363636365,11
captain,Captain,0.7892157529972758,0.36363636363636365,11
farm,farm,0.8656636428788971,0.36363636363636365,11
red,Red,0.8026874777230742,0.36363636363636365,11
23,"23,",1.0,0.36363636363636365,11
office,Office,0.7900529794747146,0.36363636363636365,11
captain,Captain,0.7892157529972758,0.36363636363636365,11
eve,Eve,0.8681871828387874,0.36363636363636365,11
he,he,0.6470059851013473,0.36363636363636365,11
puritan,Puritan,1.0462398460150661,0.36363636363636365,11
county,County,0.8610543238223985,0.36363636363636365,11
voters,voters,0.9710851513670218,0.36363636363636365,11
1966,1966,1.0,0.36363636363636365,11
hitlers,Hitler's,1.0,0.36363636363636365,11
once,once,0.7693029081958336,0.36363636363636365,11
as,as,0.6958391262768985,0.36363636363636365,11
anne,Anne,0.8800245005154341,0.36363636363636365,11
the,the,0.5937206175868414,0.36363636363636365,11
went,went,0.7623290551494152,0.36363636363636365,11
uncommon,Uncommon,0.9695951135317334,0.36363636363636365,11
august,(August,0.9083090752943709,0.36363636363636365,11
papers,papers,0.8442052292355379,0.36363636363636365,11
united,United,0.8453355558883568,0.36363636363636365,11
word,Word,0.7843560810387044,0.36363636363636365,11
daniel,"Daniel,",0.878177516576237,0.36363636363636365,11
betty,Betty,0.8738251393660512,0.3333333333333333,12
children,children,0.7960648958105958,0.3333333333333333,12
sales,sales,0.8996231317678175,0.3333333333333333,12
five,five,0.7767699956961182,0.3333333333333333,12
whom,whom,0.859405212411079,0.3333333333333333,12
unit,unit,0.858321039770564,0.3333333333333333,12
become,become,0.8124686260657227,0.3333333333333333,12
study,study,0.8463135944081496,0.3333333333333333,12
august,August,0.9083090752943709,0.3333333333333333,12
in,in,0.637268534722894,0.3333333333333333,12
the,the,0.5937206175868414,0.3333333333333333,12
would,would,0.7047770197567614,0.3333333333333333,12
resigned,resigned,0.9596322912801748,0.3333333333333333,12
eight,eight,0.818882876927537,0.3333333333333333,12
earl,Earl,0.8808846939425051,0.3333333333333333,12
robert,Robert,0.8363109434937156,0.3333333333333333,12
california,California,0.8556932570842671,0.3333333333333333,12
tehran,Tehran,1.0,0.3333333333333333,12
secularists,Secularists,1.0,0.3333333333333333,12
1939,1939,1.0,0.3333333333333333,12
ma,MA,0.7937231173038525,0.3333333333333333,12
briefly,briefly,0.9540772746981906,0.3333333333333333,12
in,in,0.637268534722894,0.3333333333333333,12
joined,joined,0.8893435767595895,0.3333333333333333,12
charles,Charles,0.8446890090786622,0.3333333333333333,12
maine,"Maine,",0.932479533517755,0.3333333333333333,12
kennedy,Kennedy,0.9027910898076789,0.3333333333333333,12
intelligence,intelligence,0.883192571394959,0.3333333333333333,12
father,father,0.7505551165242969,0.3333333333333333,12
states,States,0.8424366122630395,0.3333333333333333,12
a,a,0.6081858974533764,0.3333333333333333,12
italian,Italian,0.9472924003075623,0.3333333333333333,12
commenced,commenced,1.0250658300362918,0.3333333333333333,12
was,was,0.6588716478890099,0.3333333333333333,12
us,U.S.,0.7064239805253862,0.3333333333333333,12
candidate,candidate,0.9154609490832192,0.3333333333333333,12
19171919,(1917-1919),1.0,0.3333333333333333,12
supported,supported,0.9488824668675929,0.3333333333333333,12
field,field,0.8321511716245631,0.3333333333333333,12
born,born,0.8252114938310408,0.3333333333333333,12
on,on,0.6506961167559432,0.3333333333333333,12
commented,commented,1.043771460011101,0.3333333333333333,12
hupp,Hupp,1.0,0.3333333333333333,12
born,(born,0.8252114938310408,0.3333333333333333,12
a,a,0.6081858974533764,0.3333333333333333,12
raymond,Raymond,1.0,0.3333333333333333,12
well,well,0.6840213100083954,0.3333333333333333,12
opposite,opposite,0.8925596738232021,0.3333333333333333,12
sargent,Sargent,1.0,0.3333333333333333,12
shriver,Shriver,1.04144835960452,0.3333333333333333,12
connecticut,Connecticut,0.9271451172711492,0.3333333333333333,12
secretary,secretary,0.8616909428986022,0.3333333333333333,12
new,New,0.7400357656176165,0.3333333333333333,12
honor,honor,0.8196662379218003,0.3333333333333333,12
san,San,0.8456588841665678,0.3333333333333333,12
unprofitable,unprofitable,1.0997190920916415,0.3333333333333333,12
secondary,secondary,0.9442923766618422,0.3333333333333333,12
1925,"1925,",1.0,0.3333333333333333,12
products,Products,0.9284771434413129,0.3333333333333333,12
reported,reported,0.8927680189849828,0.3333333333333333,12
paired,paired,1.0170078766688313,0.3333333333333333,12
greatest,greatest,0.8469057238648618,0.3333333333333333,12
april,April,0.8804618130915981,0.3333333333333333,12
is,is,0.6404664208121382,0.3333333333333333,12
founded,founded,0.9553307551059754,0.3333333333333333,12
performed,performed,0.9214620566401946,0.3333333333333333,12
