mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,omission_rate,participant_id,regression_rate,regressions,revisit_rate,revisited_words,sentence_content,sentence_id,skip_rate,skipped_words,total_fixations,total_words
89.5,89.5,330.25,302.375,536.4375,3.0,0.2727272727272727,ZKB,0.4166666666666667,10.0,0.45454545454545453,5.0,Henry Ford advocated long-time associate Harry Bennett to take the spot.,10,0.2727272727272727,3.0,24.0,11
99.5,116.55555555555556,387.22222222222223,326.1111111111111,583.650462962963,3.1666666666666665,0.1,ZKB,0.47368421052631576,27.0,0.6,12.0,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",11,0.1,2.0,57.0,20
93.04,103.64,217.4,172.08,534.5833333333333,1.76,0.21875,ZKB,0.4772727272727273,21.0,0.28125,9.0,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",12,0.21875,7.0,44.0,32
102.83870967741936,110.96774193548387,339.3225806451613,255.90322580645162,557.0660522273425,2.4516129032258065,0.1388888888888889,ZKB,0.39473684210526316,30.0,0.4722222222222222,17.0,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",13,0.1388888888888889,5.0,76.0,36
96.33333333333333,113.0,202.0,172.5,553.625,1.6666666666666667,0.45454545454545453,ZKB,0.4,4.0,0.18181818181818182,2.0,He is of three quarters Irish and one quarter French descent.,14,0.45454545454545453,5.0,10.0,11
99.0,153.55555555555554,347.6296296296296,230.44444444444446,534.0518518518519,2.259259259259259,0.4375,ZKB,0.4098360655737705,25.0,0.2708333333333333,13.0,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",15,0.4375,21.0,61.0,48
81.84615384615384,92.38461538461539,299.7692307692308,234.0,584.0833333333334,2.3076923076923075,0.3157894736842105,ZKB,0.4666666666666667,14.0,0.47368421052631576,9.0,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",16,0.3157894736842105,6.0,30.0,19
120.44444444444444,168.88888888888889,421.1111111111111,366.1111111111111,579.5222222222222,2.888888888888889,0.18181818181818182,ZKB,0.38461538461538464,10.0,0.45454545454545453,5.0,He was married to actress Kim Basinger from 1993 to 2002.,17,0.18181818181818182,2.0,26.0,11
91.4,106.6,303.06666666666666,221.06666666666666,557.7,2.2,0.34782608695652173,ZKB,0.3939393939393939,13.0,0.4782608695652174,11.0,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",18,0.34782608695652173,8.0,33.0,23
95.91666666666667,124.58333333333333,245.5,210.91666666666666,577.1458333333334,2.1666666666666665,0.52,ZKB,0.3076923076923077,8.0,0.16,4.0,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",19,0.52,13.0,26.0,25
102.27272727272727,132.63636363636363,421.09090909090907,264.8181818181818,575.1363636363636,2.4545454545454546,0.3125,ZKB,0.5185185185185185,14.0,0.5,8.0,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,20,0.3125,5.0,27.0,16
111.33333333333333,138.0,304.4166666666667,244.83333333333334,519.1750000000001,2.0833333333333335,0.3333333333333333,ZKB,0.4,10.0,0.16666666666666666,3.0,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",21,0.3333333333333333,6.0,25.0,18
107.4090909090909,133.27272727272728,295.72727272727275,234.27272727272728,561.8717532467532,2.227272727272727,0.35294117647058826,ZKB,0.3877551020408163,19.0,0.35294117647058826,12.0,"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",22,0.35294117647058826,12.0,49.0,34
91.0,95.53333333333333,413.46666666666664,265.53333333333336,503.4089682539682,2.6666666666666665,0.0625,ZKB,0.425,17.0,0.5625,9.0,"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress.",23,0.0625,1.0,40.0,16
97.71428571428571,115.35714285714286,369.7142857142857,250.78571428571428,538.8654761904762,2.357142857142857,0.17647058823529413,ZKB,0.5454545454545454,18.0,0.5294117647058824,9.0,"In 1954 she, along with Bing Crosby, Danny Kaye, and nVera-Ellen, starred in the movie White Christmas.",24,0.17647058823529413,3.0,33.0,17
96.38461538461539,111.3076923076923,281.38461538461536,217.0,534.5320512820513,1.9230769230769231,0.38095238095238093,ZKB,0.4,10.0,0.38095238095238093,8.0,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",25,0.38095238095238093,8.0,25.0,21
100.38461538461539,126.61538461538461,395.6923076923077,288.9230769230769,518.2303113553114,2.8205128205128207,0.2641509433962264,ZKB,0.45454545454545453,50.0,0.5094339622641509,27.0,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",26,0.2641509433962264,14.0,110.0,53
91.3076923076923,126.46153846153847,328.6923076923077,251.30769230769232,539.1115384615384,2.6153846153846154,0.23529411764705882,ZKB,0.47058823529411764,16.0,0.47058823529411764,8.0,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",27,0.23529411764705882,4.0,34.0,17
100.22222222222223,198.33333333333334,461.0,428.3333333333333,538.5907407407408,3.5555555555555554,0.4,ZKB,0.5,16.0,0.4666666666666667,7.0,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,28,0.4,6.0,32.0,15
99.14634146341463,120.70731707317073,338.7317073170732,276.7073170731707,525.1619918699187,2.6097560975609757,0.19607843137254902,ZKB,0.4205607476635514,45.0,0.5686274509803921,29.0,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",29,0.19607843137254902,10.0,107.0,51
108.18181818181819,142.1818181818182,231.27272727272728,193.0909090909091,522.0,1.9090909090909092,0.42105263157894735,ZKB,0.38095238095238093,8.0,0.21052631578947367,4.0,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",30,0.42105263157894735,8.0,21.0,19
91.38095238095238,98.9047619047619,227.0,202.0952380952381,561.6984126984127,1.9047619047619047,0.2222222222222222,ZKB,0.4,16.0,0.3333333333333333,9.0,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",31,0.2222222222222222,6.0,40.0,27
114.55555555555556,122.33333333333333,313.1111111111111,247.55555555555554,535.6296296296297,2.111111111111111,0.35714285714285715,ZKB,0.47368421052631576,9.0,0.42857142857142855,6.0,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",32,0.35714285714285715,5.0,19.0,14
94.8,113.4,423.2,340.8,554.85,3.4,0.375,ZKB,0.5294117647058824,9.0,0.625,5.0,In 1966 she went to United Artists Records.,33,0.375,3.0,17.0,8
117.2,141.9,309.3,242.8,533.75,1.9,0.3333333333333333,ZKB,0.47368421052631576,9.0,0.4,6.0,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",34,0.3333333333333333,5.0,19.0,15
102.0909090909091,131.63636363636363,392.1818181818182,334.1818181818182,514.4233766233766,3.0,0.26666666666666666,ZKB,0.36363636363636365,12.0,0.3333333333333333,5.0,"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion.",35,0.26666666666666666,4.0,33.0,15
108.36363636363636,133.86363636363637,351.8636363636364,268.04545454545456,572.89908008658,2.6818181818181817,0.2903225806451613,ZKB,0.3559322033898305,21.0,0.4838709677419355,15.0,"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",36,0.2903225806451613,9.0,59.0,31
100.71428571428571,100.71428571428571,396.57142857142856,330.57142857142856,549.8857142857142,2.142857142857143,0.3,ZKB,0.26666666666666666,4.0,0.2,2.0,"Timothy Bush, Sr. (c. 1728 - c. 1815) - soldier.",37,0.3,3.0,15.0,10
121.81818181818181,146.72727272727272,268.1818181818182,191.27272727272728,538.0909090909091,1.7272727272727273,0.35294117647058826,ZKB,0.42105263157894735,8.0,0.29411764705882354,5.0,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",38,0.35294117647058826,6.0,19.0,17
105.35714285714286,115.78571428571429,303.7142857142857,292.07142857142856,514.5976190476191,2.7857142857142856,0.44,ZKB,0.4358974358974359,17.0,0.32,8.0,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,39,0.44,11.0,39.0,25
107.88888888888889,120.66666666666667,366.77777777777777,319.1111111111111,536.3944444444445,2.3333333333333335,0.4375,ZKB,0.38095238095238093,8.0,0.3125,5.0,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",40,0.4375,7.0,21.0,16
84.0,84.0,340.4,243.4,500.66666666666663,2.4,0.375,ZKB,0.3333333333333333,4.0,0.25,2.0,"He died in Springport, New York in 1815.",41,0.375,3.0,12.0,8
97.0,112.93333333333334,212.4,166.33333333333334,543.0666666666667,1.7333333333333334,0.34782608695652173,ZKB,0.5,13.0,0.30434782608695654,7.0,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",42,0.34782608695652173,8.0,26.0,23
98.46666666666667,139.0,312.6666666666667,274.0,498.7833333333334,2.6666666666666665,0.4444444444444444,ZKB,0.375,15.0,0.4074074074074074,11.0,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,43,0.4444444444444444,12.0,40.0,27
104.11764705882354,104.11764705882354,306.4117647058824,221.52941176470588,534.6421568627452,2.1176470588235294,0.15,ZKB,0.3611111111111111,13.0,0.6,12.0,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",44,0.15,3.0,36.0,20
127.23529411764706,136.0,350.88235294117646,282.11764705882354,485.9166666666667,2.176470588235294,0.39285714285714285,ZKB,0.35135135135135137,13.0,0.42857142857142855,12.0,"Anne Hutchinson (July 17, 1591 - August 20, 1643) was the unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.",45,0.39285714285714285,11.0,37.0,28
85.9090909090909,112.81818181818181,285.90909090909093,232.0,524.8668831168831,2.3636363636363638,0.45,ZKB,0.4230769230769231,11.0,0.2,4.0,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",46,0.45,9.0,26.0,20
114.73333333333333,158.0,483.46666666666664,363.6,524.2164983164982,3.1333333333333333,0.4230769230769231,ZKB,0.48936170212765956,23.0,0.34615384615384615,9.0,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,47,0.4230769230769231,11.0,47.0,26
101.2,101.2,209.4,162.2,505.8666666666667,1.6,0.375,ZKB,0.125,1.0,0.25,2.0,"They founded the town of Portsmouth, Rhode Island.",48,0.375,3.0,8.0,8
103.85714285714286,103.85714285714286,535.2857142857143,369.14285714285717,524.3849206349206,3.2857142857142856,0.2222222222222222,ZKB,0.4782608695652174,11.0,0.6666666666666666,6.0,"At the age of 21, she married William Hutchinson.",49,0.2222222222222222,2.0,23.0,9
112.54545454545455,120.0,231.1818181818182,197.9090909090909,596.0606060606061,1.7272727272727273,0.21428571428571427,ZKB,0.42105263157894735,8.0,0.2857142857142857,4.0,"They were part of the Puritan movement, especially following the teachings of John Cotton.",50,0.21428571428571427,3.0,19.0,14
89.77777777777777,101.0,327.77777777777777,235.94444444444446,542.9037037037037,2.2777777777777777,0.14285714285714285,ZKB,0.3902439024390244,16.0,0.5238095238095238,11.0,Three U.S. Presidents (Franklin D. Roosevelt and both Bushes - George H. W. Bush and George W. Bush) are her descendants.,51,0.14285714285714285,3.0,41.0,21
96.0,128.45,239.75,204.0,558.5958333333334,2.05,0.3103448275862069,ZKB,0.3170731707317073,13.0,0.3103448275862069,9.0,"Another descendant, Eve LaPlante, is the author of the most recent biography of Anne Hutchinson, American Jezebel: The Uncommon Life of Anne Hutchinson, the Woman Who Defied the Puritans.",52,0.3103448275862069,9.0,41.0,29
110.41666666666667,186.41666666666666,462.5833333333333,328.4166666666667,525.6011904761905,2.75,0.07692307692307693,ZKB,0.45454545454545453,15.0,0.38461538461538464,5.0,"Hutchinson was born Anne Marbury on July 17, 1591 in Alford, Lincolnshire, England.",53,0.07692307692307693,1.0,33.0,13
126.27272727272727,178.63636363636363,289.8181818181818,235.72727272727272,546.5303030303031,1.8181818181818181,0.35294117647058826,ZKB,0.25,5.0,0.23529411764705882,4.0,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.",54,0.35294117647058826,6.0,20.0,17
163.54545454545453,213.36363636363637,374.1818181818182,276.09090909090907,618.4621212121212,1.9090909090909092,0.45,ZKB,0.2857142857142857,6.0,0.25,5.0,"She later moved yet further from her Boston-based persecutors, to what is now The Bronx in northern New York City.",55,0.45,9.0,21.0,20
92.05555555555556,108.5,263.94444444444446,216.0,637.0138888888889,2.3333333333333335,0.35714285714285715,ZKB,0.35714285714285715,15.0,0.42857142857142855,12.0,"Erin Fleming (August 13, 1941- April 15, 2003) was a minor actress who was best known as the companion and care-giver to Groucho Marx in his final years.",56,0.35714285714285715,10.0,42.0,28
98.0,119.25,377.75,288.0,639.5625,3.0,0.42857142857142855,ZKB,0.5,6.0,0.42857142857142855,3.0,Fleming was born Marilyn Fleming in Canada.,57,0.42857142857142855,3.0,12.0,7
114.83783783783784,146.97297297297297,313.2972972972973,238.6216216216216,602.2608108108109,2.1621621621621623,0.4032258064516129,ZKB,0.4375,35.0,0.3387096774193548,21.0,"Sir Andrew Fielding Huxley, OM, FRS (born 22 November 1917, Hampstead, London, England, UK) is a British physiologist and biophysicist, who won the 1963 Nobel Prize in Physiology or Medicine for his work with Alan Lloyd Hodgkin on the basis of nerve ""action potentials,"" the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system.",58,0.4032258064516129,25.0,80.0,62
104.63636363636364,174.0909090909091,273.45454545454544,210.45454545454547,606.1787878787878,1.9090909090909092,0.42105263157894735,ZKB,0.42857142857142855,9.0,0.15789473684210525,3.0,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.",59,0.42105263157894735,8.0,21.0,19
100.6,156.3,323.8,280.55,591.9683333333335,2.5,0.4444444444444444,ZKB,0.4,20.0,0.3055555555555556,11.0,"Huxley was a son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce, and hence half-brother of Aldous Huxley and fellow biologist Julian Huxley and grandson of the biologist T. H. Huxley.",60,0.4444444444444444,16.0,50.0,36
93.81481481481481,112.29629629629629,337.2962962962963,237.7037037037037,611.1838624338624,2.3703703703703702,0.4,ZKB,0.4375,28.0,0.3111111111111111,14.0,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.",61,0.4,18.0,64.0,45
127.75,229.0,584.875,561.875,662.0866071428571,4.75,0.7142857142857143,ZKB,0.3684210526315789,14.0,0.21428571428571427,6.0,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"".",62,0.7142857142857143,20.0,38.0,28
94.33333333333333,108.44444444444444,283.22222222222223,234.11111111111111,609.3555555555555,2.4444444444444446,0.25,ZKB,0.45454545454545453,10.0,0.5,6.0,Einstein attended the Luitpold Gymnasium where he received a relatively progressive education.,63,0.25,3.0,22.0,12
100.47826086956522,112.34782608695652,312.60869565217394,250.65217391304347,591.3218599033817,2.391304347826087,0.5208333333333334,ZKB,0.4,22.0,0.2708333333333333,13.0,"In the spring of 1896, the Serbian Mileva Maria (an acquaintance of Nikola Tesla) started initially as a medical student at the University of Zurich, but after a term switched to the same section as Einstein as the only woman that year to study for the same diploma.",64,0.5208333333333334,25.0,55.0,48
84.0,163.25,422.0,381.75,625.7916666666666,3.5,0.5,ZKB,0.42857142857142855,6.0,0.5,4.0,"Einstein married Mileva Maria on January 6, 1903.",65,0.5,4.0,14.0,8
101.03448275862068,128.0344827586207,371.0689655172414,279.82758620689657,591.2448275862068,2.793103448275862,0.3409090909090909,ZKB,0.37037037037037035,30.0,0.4772727272727273,21.0,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.",66,0.3409090909090909,15.0,81.0,44
168.5,168.5,168.5,168.5,522.0,1.0,0.8333333333333334,ZKB,0.5,1.0,0.0,0.0,"He and Mileva had an illegitimate daughter Lieserl, born in January 1902.",67,0.8333333333333334,10.0,2.0,12
100.4,130.6,339.2,209.0,626.4333333333333,2.0,0.7368421052631579,ZKB,0.2,2.0,0.15789473684210525,3.0,"In 1894, following the failure of Hermann's electrochemical business, the Einsteins moved from Munich to Pavia, Italy (near Milan).",68,0.7368421052631579,14.0,10.0,19
93.42307692307692,130.73076923076923,274.5769230769231,199.8846153846154,573.7384615384616,2.1538461538461537,0.5272727272727272,ZKB,0.44642857142857145,25.0,0.2,11.0,"Despite excelling in the mathematics and science portion, his failure of the liberal arts portion of the Eidgenoessische Technische Hochschule (ETH, Swiss Federal Institute of Technology, in Zurich) entrance exam the following year was a setback; his family sent him to Aarau, Switzerland, to finish secondary school, where he received his diploma in September 1896.",69,0.5272727272727272,29.0,56.0,55
114.85714285714286,178.78571428571428,533.5,420.2857142857143,599.8964285714285,3.5,0.3,ZKB,0.3877551020408163,19.0,0.6,12.0,"Albert's sister Maja was to later marry their son Paul, and his friend Michele Besso married their other daughter Anna.",70,0.3,6.0,49.0,20
,,,,,,1.0,ZKB,0.0,0.0,0.0,0.0,"The same year, he renounced his Wuerttemberg citizenship and became stateless.",71,1.0,11.0,0.0,11
,,,,,,1.0,ZKB,0.0,0.0,0.0,0.0,"On May 14, 1904, the couple's first son, Hans Albert Einstein, was born.",72,1.0,13.0,0.0,13
83.2,188.0,426.8,413.6,612.9571428571428,3.8,0.6428571428571429,ZKB,0.47368421052631576,9.0,0.14285714285714285,2.0,"Einstein was born at Ulm in Baden-Wuerttemberg, Germany, about 100 km east of Stuttgart.",73,0.6428571428571429,9.0,19.0,14
108.5,148.5,342.7,272.9,679.4,2.5,0.5454545454545454,ZKB,0.52,13.0,0.18181818181818182,4.0,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.",74,0.5454545454545454,12.0,25.0,22
136.22222222222223,265.3333333333333,708.6666666666666,360.44444444444446,600.5287037037037,2.7777777777777777,0.625,ZKB,0.44,11.0,0.125,3.0,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",75,0.625,15.0,25.0,24
69.0,69.0,283.5,283.5,616.5,3.0,0.8947368421052632,ZKB,0.16666666666666666,1.0,0.10526315789473684,2.0,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There.",76,0.8947368421052632,17.0,6.0,19
90.75,114.5,239.5,221.5,622.0833333333334,2.5,0.8,ZKB,0.2,2.0,0.15,3.0,He was also given a small part in Star Trek III: The Search for Spock as the Excelsior helm officer.,77,0.8,16.0,10.0,20
94.9,116.7,334.8,204.2,616.6499999999999,2.1,0.4117647058823529,ZKB,0.42857142857142855,9.0,0.23529411764705882,4.0,Miguel was the oldest of five children born to Oscar winner Jose Ferrer and singer Rosemary Clooney-Ferrer.,78,0.4117647058823529,7.0,21.0,17
94.8,126.6,217.8,187.6,585.7666666666667,1.6,0.5454545454545454,ZKB,0.375,3.0,0.09090909090909091,1.0,Miguel was raised amongst all the splendor and glamour of Hollywood.,79,0.5454545454545454,6.0,8.0,11
107.33333333333333,117.33333333333333,130.66666666666666,117.33333333333333,583.25,1.1666666666666667,0.625,ZKB,0.14285714285714285,1.0,0.0,0.0,"As a child, his hero was Batman, and as a teenager his interests shifted towards music.",80,0.625,10.0,7.0,16
,,,,,,1.0,ZKB,0.0,0.0,0.0,0.0,Miguel played the drums on Keith Moon's Two Sides of the Moon.,81,1.0,12.0,0.0,12
102.77777777777777,133.55555555555554,542.5555555555555,438.3333333333333,645.8518518518518,3.6666666666666665,0.6666666666666666,ZKB,0.3939393939393939,13.0,0.3333333333333333,9.0,"Band mate Billy Mumy (""Will Robinson"" on the T.V. classic Lost In Space) cast Miguel as a drummer in his first television role, in the series Sunshine.",82,0.6666666666666666,18.0,33.0,27
111.8,153.93333333333334,276.06666666666666,185.86666666666667,578.3977777777778,1.8,0.4444444444444444,ZKB,0.37037037037037035,10.0,0.18518518518518517,5.0,"Among the many television shows in which Miguel has made guest appearances are: Miami Vice, CHiPs, Will & Grace, Superman, Tales from the Crypt and Twin Peaks.",83,0.4444444444444444,12.0,27.0,27
86.0,116.0,116.0,116.0,569.75,1.5,0.7777777777777778,ZKB,0.3333333333333333,1.0,0.0,0.0,He also starred in the mini series The Stand.,84,0.7777777777777778,7.0,3.0,9
,,,,,,1.0,ZKB,0.0,0.0,0.0,0.0,Miguel played the role of Dr. Garret Macy in NBC's drama Crossing Jordan.,85,1.0,13.0,0.0,13
91.6,188.6,614.2,476.8,610.1866666666666,4.2,0.8076923076923077,ZKB,0.42857142857142855,9.0,0.11538461538461539,3.0,"In 1999, at the 41st Grammy Awards, Miguel was nominated for ""Best Spoken Word Album for Children"" in Disney's The Lion King II, ""Simba's Pride Read-Along"".",86,0.8076923076923077,21.0,21.0,26
67.5,95.25,211.75,177.0,621.4375,2.0,0.75,ZKB,0.375,3.0,0.125,2.0,"In 2003, Miguel made his New York stage debut in the Off-Broadway production of The Exonerated.",87,0.75,12.0,8.0,16
123.0,704.0,704.0,704.0,595.1666666666666,6.0,0.8333333333333334,ZKB,0.5,3.0,0.0,0.0,His cousin is actor George Clooney.,88,0.8333333333333334,5.0,6.0,6
123.42857142857143,170.42857142857142,411.57142857142856,363.57142857142856,592.0833333333334,3.0,0.3,ZKB,0.3333333333333333,7.0,0.6,6.0,His brother Gabriel Ferrer is married to singer Debby Boone.,89,0.3,3.0,21.0,10
90.3,143.1,454.6,240.2,584.9666666666666,2.5,0.4444444444444444,ZKB,0.32,8.0,0.2777777777777778,5.0,Miguel was close friends with actress Dominique Dunne and in 1982 served as a pallbearer in her funeral.,90,0.4444444444444444,8.0,25.0,18
106.4,354.2,517.2,473.0,596.24,3.6,0.7368421052631579,ZKB,0.3333333333333333,6.0,0.10526315789473684,2.0,"William Hindman (April 1, 1743 - January 19, 1822) was an American lawyer and statesman from Talbot County, Maryland.",91,0.7368421052631579,14.0,18.0,19
112.57142857142857,122.28571428571429,240.85714285714286,186.57142857142858,561.7738095238095,1.7142857142857142,0.631578947368421,ZKB,0.3333333333333333,4.0,0.10526315789473684,2.0,"He represented Maryland in the Continental Congress, and in the federal Congress as both the Representative and a U.S.",92,0.631578947368421,12.0,12.0,19
,,,,,,1.0,ZKB,0.0,0.0,0.0,0.0,"Senator James Lloyd resigned, and Hindman was named to finish his term.",93,1.0,12.0,0.0,12
,,,,,,1.0,ZKB,0.0,0.0,0.0,0.0,He served in the United States Senate from December of 1800 until November of 1801.,94,1.0,15.0,0.0,15
88.0,134.0,166.66666666666666,134.0,615.3333333333334,1.3333333333333333,0.6666666666666666,ZKB,0.25,1.0,0.0,0.0,"In the Senate, he was aligned with the Federalists.",95,0.6666666666666666,6.0,4.0,9
